"Time","value gNb-1-C1","value gNb-3-C2","value gNb-6-C3"
1764936910551,30,undefined,undefined
1764936911039,undefined,undefined,57
1764936911044,undefined,20,undefined
1764936911052,30,undefined,undefined
1764936911544,undefined,undefined,57
1764936911546,undefined,20,undefined
1764936911559,30,undefined,undefined
1764936912026,undefined,undefined,57
1764936912041,30,undefined,undefined
1764936912050,undefined,20,undefined
1764936912531,undefined,undefined,57
1764936912545,30,undefined,undefined
1764936912553,undefined,20,undefined
1764936913033,undefined,undefined,57
1764936913049,30,undefined,undefined
1764936913057,undefined,20,undefined
1764936913538,undefined,undefined,57
1764936913540,undefined,20,undefined
1764936913551,30,undefined,undefined
1764936914040,undefined,undefined,57
1764936914044,undefined,20,undefined
1764936914055,30,undefined,undefined
1764936914544,undefined,undefined,57
1764936914546,undefined,20,undefined
1764936914558,30,undefined,undefined
1764936915047,undefined,undefined,57
1764936915051,undefined,20,undefined
1764936915062,30,undefined,undefined
1764936915531,undefined,undefined,57
1764936915544,30,undefined,undefined
1764936915553,undefined,20,undefined
1764936916034,undefined,undefined,56
1764936916048,30,undefined,undefined
1764936916057,undefined,20,undefined
1764936916538,undefined,undefined,56
1764936916551,30,undefined,undefined
1764936916561,undefined,20,undefined
1764936917040,undefined,undefined,56
1764936917046,undefined,20,undefined
1764936917055,30,undefined,undefined
1764936917544,undefined,undefined,56
1764936917547,undefined,20,undefined
1764936917558,30,undefined,undefined
1764936918047,undefined,undefined,56
1764936918052,undefined,20,undefined
1764936918063,30,undefined,undefined
1764936918551,undefined,undefined,56
1764936918555,undefined,20,undefined
1764936918565,30,undefined,undefined
1764936919033,undefined,undefined,56
1764936919050,30,undefined,undefined
1764936919060,undefined,20,undefined
1764936919537,undefined,undefined,56
1764936919553,30,undefined,undefined
1764936919563,undefined,20,undefined
1764936920038,undefined,undefined,56
1764936920047,undefined,20,undefined
1764936920057,29,undefined,undefined
1764936920543,undefined,undefined,56
1764936920550,undefined,20,undefined
1764936920559,29,undefined,undefined
1764936921044,undefined,undefined,56
1764936921055,undefined,20,undefined
1764936921062,29,undefined,undefined
1764936921548,undefined,undefined,56
1764936921557,undefined,20,undefined
1764936921566,29,undefined,undefined
1764936922051,undefined,undefined,56
1764936922062,undefined,20,undefined
1764936922071,29,undefined,undefined
1764936922553,29,undefined,undefined
1764936922555,undefined,undefined,56
1764936922564,undefined,20,undefined
1764936923049,undefined,20,undefined
1764936923056,29,undefined,undefined
1764936923057,undefined,undefined,56
1764936923541,undefined,undefined,56
1764936923552,undefined,20,undefined
1764936923559,29,undefined,undefined
1764936924043,undefined,undefined,56
1764936924057,undefined,20,undefined
1764936924063,29,undefined,undefined
1764936924547,undefined,undefined,56
1764936924559,undefined,20,undefined
1764936924566,29,undefined,undefined
1764936925051,undefined,undefined,55
1764936925063,undefined,20,undefined
1764936925070,29,undefined,undefined
1764936925553,undefined,undefined,55
1764936925565,undefined,20,undefined
1764936925572,29,undefined,undefined
1764936926052,undefined,20,undefined
1764936926057,29,undefined,55
1764936926554,undefined,20,undefined
1764936926558,undefined,undefined,55
1764936926559,29,undefined,undefined
1764936927058,undefined,20,undefined
1764936927062,undefined,undefined,55
1764936927063,29,undefined,undefined
1764936927543,undefined,undefined,55
1764936927560,undefined,20,undefined
1764936927565,29,undefined,undefined
1764936928047,undefined,undefined,55
1764936928065,undefined,20,undefined
1764936928068,29,undefined,undefined
1764936928549,undefined,undefined,55
1764936928568,undefined,20,undefined
1764936928572,29,undefined,undefined
1764936929053,undefined,undefined,55
1764936929056,undefined,20,undefined
1764936929076,29,undefined,undefined
1764936929554,undefined,undefined,55
1764936929558,29,undefined,undefined
1764936929559,undefined,20,undefined
1764936930059,undefined,undefined,55
1764936930063,undefined,20,undefined
1764936930064,29,undefined,undefined
1764936930559,undefined,undefined,54
1764936930565,undefined,20,undefined
1764936930566,29,undefined,undefined
1764936931062,undefined,undefined,54
1764936931070,29,undefined,undefined
1764936931071,undefined,20,undefined
1764936931564,undefined,undefined,54
1764936931573,29,undefined,undefined
1764936931574,undefined,20,undefined
1764936932061,undefined,20,undefined
1764936932067,undefined,undefined,54
1764936932077,29,undefined,undefined
1764936932549,undefined,undefined,54
1764936932563,undefined,20,undefined
1764936932579,29,undefined,undefined
1764936933053,undefined,undefined,54
1764936933063,29,undefined,undefined
1764936933068,undefined,20,undefined
1764936933556,undefined,undefined,54
1764936933566,29,undefined,undefined
1764936933570,undefined,20,undefined
1764936934060,undefined,undefined,54
1764936934071,29,undefined,undefined
1764936934075,undefined,20,undefined
1764936934562,undefined,undefined,54
1764936934573,29,undefined,undefined
1764936934577,undefined,20,undefined
1764936935062,undefined,20,undefined
1764936935066,undefined,undefined,53
1764936935076,29,undefined,undefined
1764936935550,undefined,undefined,53
1764936935564,undefined,20,undefined
1764936935578,29,undefined,undefined
1764936936055,undefined,undefined,53
1764936936070,undefined,20,undefined
1764936936083,29,undefined,undefined
1764936936557,undefined,undefined,53
1764936936565,29,undefined,undefined
1764936936573,undefined,20,undefined
1764936937061,undefined,undefined,53
1764936937070,29,undefined,undefined
1764936937078,undefined,20,undefined
1764936937564,undefined,undefined,53
1764936937573,29,undefined,undefined
1764936937580,undefined,20,undefined
1764936938065,undefined,20,undefined
1764936938068,undefined,undefined,53
1764936938078,29,undefined,undefined
1764936938568,undefined,20,undefined
1764936938570,undefined,undefined,53
1764936938580,29,undefined,undefined
1764936939055,undefined,undefined,52
1764936939073,undefined,20,undefined
1764936939086,29,undefined,undefined
1764936939557,undefined,undefined,52
1764936939575,undefined,20,undefined
1764936939587,28,undefined,undefined
1764936940061,undefined,undefined,52
1764936940071,28,undefined,undefined
1764936940079,undefined,20,undefined
1764936940563,undefined,undefined,52
1764936940575,28,undefined,undefined
1764936940582,undefined,20,undefined
1764936941067,undefined,undefined,52
1764936941068,undefined,20,undefined
1764936941079,28,undefined,undefined
1764936941569,undefined,20,undefined
1764936941570,undefined,undefined,52
1764936941580,28,undefined,undefined
1764936942074,undefined,20,52
1764936942085,28,undefined,undefined
1764936942556,undefined,undefined,51
1764936942576,undefined,20,undefined
1764936942588,28,undefined,undefined
1764936943060,undefined,undefined,51
1764936943082,undefined,20,undefined
1764936943092,28,undefined,undefined
1764936943563,undefined,undefined,51
1764936943574,28,undefined,undefined
1764936943585,undefined,20,undefined
1764936944067,undefined,undefined,51
1764936944070,undefined,20,undefined
1764936944078,28,undefined,undefined
1764936944570,undefined,undefined,51
1764936944572,undefined,20,undefined
1764936944581,28,undefined,undefined
1764936945074,undefined,undefined,51
1764936945078,undefined,20,undefined
1764936945085,28,undefined,undefined
1764936945576,undefined,undefined,51
1764936945579,undefined,20,undefined
1764936945587,28,undefined,undefined
1764936946060,undefined,undefined,50
1764936946085,undefined,20,undefined
1764936946092,28,undefined,undefined
1764936946562,undefined,undefined,50
1764936946587,undefined,20,undefined
1764936946595,28,undefined,undefined
1764936947067,undefined,undefined,50
1764936947071,undefined,20,undefined
1764936947078,28,undefined,undefined
1764936947569,undefined,undefined,50
1764936947574,undefined,20,undefined
1764936947580,28,undefined,undefined
1764936948071,undefined,undefined,50
1764936948080,undefined,20,undefined
1764936948086,28,undefined,undefined
1764936948574,undefined,undefined,50
1764936948582,undefined,20,undefined
1764936948587,28,undefined,undefined
1764936949077,undefined,undefined,49
1764936949087,undefined,20,undefined
1764936949094,28,undefined,undefined
1764936949579,undefined,undefined,49
1764936949590,undefined,20,undefined
1764936949596,28,undefined,undefined
1764936950063,undefined,undefined,49
1764936950095,undefined,20,undefined
1764936950101,28,undefined,undefined
1764936950564,undefined,undefined,49
1764936950578,undefined,20,undefined
1764936950582,28,undefined,undefined
1764936951069,undefined,undefined,49
1764936951082,undefined,20,undefined
1764936951087,28,undefined,undefined
1764936951571,undefined,undefined,49
1764936951585,undefined,20,undefined
1764936951589,27,undefined,undefined
1764936952075,undefined,undefined,48
1764936952090,undefined,20,undefined
1764936952096,27,undefined,undefined
1764936952576,undefined,undefined,48
1764936952592,undefined,20,undefined
1764936952598,27,undefined,undefined
1764936953081,undefined,undefined,48
1764936953097,undefined,16,undefined
1764936953102,27,undefined,undefined
1764936953578,undefined,0,undefined
1764936953582,27,undefined,undefined
1764936953583,undefined,undefined,49
1764936954068,undefined,undefined,48
1764936954081,undefined,0,undefined
1764936954088,27,undefined,undefined
1764936954570,undefined,undefined,48
1764936954582,undefined,0,undefined
1764936954590,27,undefined,undefined
1764936955074,undefined,undefined,48
1764936955086,undefined,0,undefined
1764936955097,27,undefined,undefined
1764936955576,undefined,undefined,48
1764936955589,undefined,0,undefined
1764936955599,27,undefined,undefined
1764936956081,undefined,undefined,48
1764936956095,undefined,0,undefined
1764936956104,27,undefined,undefined
1764936956582,undefined,undefined,48
1764936956598,undefined,0,undefined
1764936956605,27,undefined,undefined
1764936957082,undefined,0,undefined
1764936957086,undefined,undefined,47
1764936957091,27,undefined,undefined
1764936957585,undefined,0,undefined
1764936957589,undefined,undefined,47
1764936957595,27,undefined,undefined
1764936958072,undefined,undefined,47
1764936958090,undefined,0,undefined
1764936958099,27,undefined,undefined
1764936958573,undefined,undefined,47
1764936958593,undefined,0,undefined
1764936958600,27,undefined,undefined
1764936959078,undefined,undefined,47
1764936959099,undefined,0,undefined
1764936959104,27,undefined,undefined
1764936959579,undefined,undefined,46
1764936959602,undefined,0,undefined
1764936959605,27,undefined,undefined
1764936960084,undefined,undefined,46
1764936960086,undefined,0,undefined
1764936960109,27,undefined,undefined
1764936960585,undefined,undefined,46
1764936960589,undefined,0,undefined
1764936960590,27,undefined,undefined
1764936961090,undefined,undefined,46
1764936961094,undefined,0,undefined
1764936961095,27,undefined,undefined
1764936961592,undefined,undefined,46
1764936961596,undefined,0,undefined
1764936961597,27,undefined,undefined
1764936962076,undefined,undefined,46
1764936962101,undefined,0,undefined
1764936962102,27,undefined,undefined
1764936962579,undefined,undefined,45
1764936962583,undefined,0,undefined
1764936962603,27,undefined,undefined
1764936963082,undefined,undefined,45
1764936963089,undefined,0,undefined
1764936963106,27,undefined,undefined
1764936963584,undefined,undefined,45
1764936963592,undefined,0,undefined
1764936963608,26,undefined,undefined
1764936964088,undefined,undefined,45
1764936964097,undefined,0,undefined
1764936964113,26,undefined,undefined
1764936964590,undefined,undefined,45
1764936964593,26,undefined,undefined
1764936964600,undefined,0,undefined
1764936965095,undefined,undefined,44
1764936965100,26,undefined,undefined
1764936965105,undefined,0,undefined
1764936965587,undefined,0,undefined
1764936965597,undefined,undefined,44
1764936965600,26,undefined,undefined
1764936966081,undefined,undefined,44
1764936966093,undefined,0,undefined
1764936966106,26,undefined,undefined
1764936966583,undefined,undefined,44
1764936966595,undefined,0,undefined
1764936966607,26,undefined,undefined
1764936967088,undefined,undefined,44
1764936967101,undefined,0,undefined
1764936967111,26,undefined,undefined
1764936967590,undefined,undefined,44
1764936967593,26,undefined,undefined
1764936967603,undefined,0,undefined
1764936968094,undefined,undefined,43
1764936968100,26,undefined,undefined
1764936968108,undefined,0,undefined
1764936968589,undefined,0,undefined
1764936968595,undefined,undefined,43
1764936968601,26,undefined,undefined
1764936969095,undefined,0,undefined
1764936969099,undefined,undefined,43
1764936969106,26,undefined,undefined
1764936969581,undefined,undefined,43
1764936969598,undefined,0,undefined
1764936969607,26,undefined,undefined
1764936970085,undefined,undefined,43
1764936970104,undefined,0,undefined
1764936970111,26,undefined,undefined
1764936970587,undefined,undefined,42
1764936970606,undefined,0,undefined
1764936970613,26,undefined,undefined
1764936971092,undefined,undefined,42
1764936971098,26,undefined,undefined
1764936971112,undefined,0,undefined
1764936971593,undefined,undefined,42
1764936971594,undefined,0,undefined
1764936971601,26,undefined,undefined
1764936972098,undefined,undefined,42
1764936972101,undefined,0,undefined
1764936972106,26,undefined,undefined
1764936972600,undefined,undefined,42
1764936972601,undefined,0,undefined
1764936972607,26,undefined,undefined
1764936973106,undefined,0,41
1764936973111,25,undefined,undefined
1764936973587,undefined,undefined,41
1764936973607,undefined,0,undefined
1764936973613,25,undefined,undefined
1764936974092,undefined,undefined,41
1764936974113,undefined,0,undefined
1764936974118,25,undefined,undefined
1764936974594,undefined,undefined,41
1764936974614,undefined,0,undefined
1764936974619,25,undefined,undefined
1764936975098,undefined,0,undefined
1764936975099,undefined,undefined,41
1764936975104,25,undefined,undefined
1764936975601,undefined,0,41
1764936975606,25,undefined,undefined
1764936976106,undefined,undefined,40
1764936976107,undefined,0,undefined
1764936976110,25,undefined,undefined
1764936976587,undefined,undefined,40
1764936976607,undefined,0,undefined
1764936976612,25,undefined,undefined
1764936977092,undefined,undefined,40
1764936977111,undefined,0,undefined
1764936977117,25,undefined,undefined
1764936977595,undefined,undefined,40
1764936977613,undefined,0,undefined
1764936977619,25,undefined,undefined
1764936978099,undefined,undefined,40
1764936978118,undefined,0,undefined
1764936978123,25,undefined,undefined
1764936978600,undefined,0,undefined
1764936978601,undefined,undefined,40
1764936978606,25,undefined,undefined
1764936979107,undefined,0,39
1764936979111,25,undefined,undefined
1764936979609,undefined,undefined,39
1764936979610,undefined,0,undefined
1764936979613,25,undefined,undefined
1764936980092,undefined,undefined,39
1764936980115,undefined,0,undefined
1764936980119,25,undefined,undefined
1764936980594,undefined,undefined,39
1764936980618,undefined,0,undefined
1764936980621,25,undefined,undefined
1764936981099,undefined,undefined,38
1764936981103,undefined,0,undefined
1764936981126,25,undefined,undefined
1764936981600,undefined,undefined,38
1764936981606,undefined,0,undefined
1764936981608,25,undefined,undefined
1764936982105,undefined,undefined,38
1764936982110,undefined,0,undefined
1764936982112,25,undefined,undefined
1764936982607,undefined,undefined,38
1764936982615,25,undefined,undefined
1764936982616,undefined,0,undefined
1764936983112,undefined,undefined,38
1764936983118,undefined,0,undefined
1764936983120,25,undefined,undefined
1764936983592,undefined,undefined,38
1764936983622,24,0,undefined
1764936984097,undefined,undefined,37
1764936984123,undefined,0,undefined
1764936984127,24,undefined,undefined
1764936984599,undefined,undefined,37
1764936984608,undefined,0,undefined
1764936984610,24,undefined,undefined
1764936985103,undefined,undefined,37
1764936985110,undefined,0,undefined
1764936985114,24,undefined,undefined
1764936985606,undefined,undefined,37
1764936985614,undefined,0,undefined
1764936985616,24,undefined,undefined
1764936986111,undefined,undefined,37
1764936986116,undefined,0,undefined
1764936986122,24,undefined,undefined
1764936986612,undefined,undefined,36
1764936986620,undefined,0,undefined
1764936986623,24,undefined,undefined
1764936987096,undefined,undefined,36
1764936987123,undefined,0,undefined
1764936987129,24,undefined,undefined
1764936987600,undefined,undefined,36
1764936987606,undefined,0,undefined
1764936987611,24,undefined,undefined
1764936988104,undefined,undefined,36
1764936988110,undefined,0,undefined
1764936988116,24,undefined,undefined
1764936988606,undefined,undefined,36
1764936988615,undefined,0,undefined
1764936988619,24,undefined,undefined
1764936989112,undefined,undefined,36
1764936989118,undefined,0,undefined
1764936989125,24,undefined,undefined
1764936989614,undefined,undefined,35
1764936989621,undefined,0,undefined
1764936989627,24,undefined,undefined
1764936990118,undefined,undefined,35
1764936990124,undefined,0,undefined
1764936990133,24,undefined,undefined
1764936990600,undefined,undefined,35
1764936990616,24,undefined,undefined
1764936990629,undefined,0,undefined
1764936991105,undefined,undefined,35
1764936991110,undefined,0,undefined
1764936991121,24,undefined,undefined
1764936991608,undefined,undefined,35
1764936991614,undefined,0,undefined
1764936991623,24,undefined,undefined
1764936992113,undefined,undefined,35
1764936992117,undefined,0,undefined
1764936992128,24,undefined,undefined
1764936992614,undefined,undefined,34
1764936992622,undefined,0,undefined
1764936992630,24,undefined,undefined
1764936993119,undefined,undefined,34
1764936993125,undefined,0,undefined
1764936993136,24,undefined,undefined
1764936993600,undefined,undefined,34
1764936993618,24,undefined,undefined
1764936993629,undefined,0,undefined
1764936994105,undefined,undefined,34
1764936994123,24,undefined,undefined
1764936994130,undefined,0,undefined
1764936994608,undefined,undefined,34
1764936994614,undefined,0,undefined
1764936994625,24,undefined,undefined
1764936995113,undefined,undefined,34
1764936995117,undefined,0,undefined
1764936995130,23,undefined,undefined
1764936995616,undefined,undefined,33
1764936995621,undefined,0,undefined
1764936995633,23,undefined,undefined
1764936996119,23,undefined,undefined
1764936996120,undefined,undefined,33
1764936996123,undefined,0,undefined
1764936996622,23,undefined,undefined
1764936996623,undefined,undefined,33
1764936996626,undefined,0,undefined
1764936997108,undefined,undefined,33
1764936997125,23,undefined,undefined
1764936997127,undefined,0,undefined
1764936997610,undefined,undefined,33
1764936997630,23,undefined,undefined
1764936997631,undefined,0,undefined
1764936998114,undefined,undefined,33
1764936998132,23,0,undefined
1764936998617,undefined,0,32
1764936998637,23,undefined,undefined
1764936999118,undefined,0,undefined
1764936999121,undefined,undefined,32
1764936999140,23,undefined,undefined
1764936999622,undefined,0,undefined
1764936999624,undefined,undefined,32
1764936999625,23,undefined,undefined
1764937000108,undefined,undefined,32
1764937000123,undefined,0,undefined
1764937000127,23,undefined,undefined
1764937000611,undefined,undefined,32
1764937000627,undefined,0,undefined
1764937000631,23,undefined,undefined
1764937001116,undefined,undefined,32
1764937001128,undefined,0,undefined
1764937001134,23,undefined,undefined
1764937001617,undefined,undefined,32
1764937001631,undefined,0,undefined
1764937001637,23,undefined,undefined
1764937002122,undefined,undefined,31
1764937002134,undefined,0,undefined
1764937002140,23,undefined,undefined
1764937002624,undefined,undefined,31
1764937002639,undefined,0,undefined
1764937002644,23,undefined,undefined
1764937003121,undefined,0,undefined
1764937003128,undefined,undefined,31
1764937003146,23,undefined,undefined
1764937003610,undefined,undefined,31
1764937003625,undefined,0,undefined
1764937003631,23,undefined,undefined
1764937004114,undefined,undefined,31
1764937004127,undefined,0,undefined
1764937004132,23,undefined,undefined
1764937004616,undefined,undefined,31
1764937004631,undefined,0,undefined
1764937004636,23,undefined,undefined
1764937005121,undefined,undefined,31
1764937005133,undefined,0,undefined
1764937005139,23,undefined,undefined
1764937005624,undefined,undefined,31
1764937005636,undefined,0,undefined
1764937005643,23,undefined,undefined
1764937006128,undefined,undefined,30
1764937006138,undefined,0,undefined
1764937006145,23,undefined,undefined
1764937006630,undefined,undefined,30
1764937006642,undefined,0,undefined
1764937006649,23,undefined,undefined
1764937007114,undefined,undefined,30
1764937007131,23,undefined,undefined
1764937007144,undefined,0,undefined
1764937007615,undefined,undefined,30
1764937007635,23,undefined,undefined
1764937007647,undefined,0,undefined
1764937008119,undefined,undefined,30
1764937008128,undefined,0,undefined
1764937008138,23,undefined,undefined
1764937008620,undefined,undefined,30
1764937008633,undefined,0,undefined
1764937008642,23,undefined,undefined
1764937009125,undefined,undefined,30
1764937009135,undefined,0,undefined
1764937009145,23,undefined,undefined
1764937009626,undefined,undefined,29
1764937009640,undefined,0,undefined
1764937009649,23,undefined,undefined
1764937010131,undefined,undefined,29
1764937010142,undefined,0,undefined
1764937010151,22,undefined,undefined
1764937010632,undefined,undefined,29
1764937010648,undefined,0,undefined
1764937010655,22,undefined,undefined
1764937011137,undefined,undefined,29
1764937011138,22,undefined,undefined
1764937011151,undefined,0,undefined
1764937011619,undefined,undefined,29
1764937011635,undefined,0,undefined
1764937011642,22,undefined,undefined
1764937012124,undefined,undefined,29
1764937012137,undefined,0,undefined
1764937012148,22,undefined,undefined
1764937012625,undefined,undefined,29
1764937012641,undefined,0,undefined
1764937012650,22,undefined,undefined
1764937013130,undefined,undefined,29
1764937013141,undefined,0,undefined
1764937013153,22,undefined,undefined
1764937013631,undefined,undefined,28
1764937013646,undefined,0,undefined
1764937013657,22,undefined,undefined
1764937014137,undefined,undefined,28
1764937014139,22,undefined,undefined
1764937014148,undefined,0,undefined
1764937014639,undefined,undefined,28
1764937014643,22,undefined,undefined
1764937014653,undefined,0,undefined
1764937015125,undefined,undefined,28
1764937015136,undefined,0,undefined
1764937015146,22,undefined,undefined
1764937015628,undefined,undefined,28
1764937015640,undefined,0,undefined
1764937015650,22,undefined,undefined
1764937016133,undefined,undefined,28
1764937016143,undefined,0,undefined
1764937016152,22,undefined,undefined
1764937016637,undefined,undefined,28
1764937016648,undefined,0,undefined
1764937016656,22,undefined,undefined
1764937017140,undefined,undefined,28
1764937017150,undefined,0,undefined
1764937017159,22,undefined,undefined
1764937017624,undefined,undefined,27
1764937017643,22,undefined,undefined
1764937017654,undefined,0,undefined
1764937018127,undefined,undefined,27
1764937018146,22,undefined,undefined
1764937018156,undefined,0,undefined
1764937018630,undefined,undefined,27
1764937018650,22,undefined,undefined
1764937018661,undefined,0,undefined
1764937019131,undefined,undefined,27
1764937019143,undefined,0,undefined
1764937019152,22,undefined,undefined
1764937019634,undefined,undefined,27
1764937019648,undefined,0,undefined
1764937019656,22,undefined,undefined
1764937020137,undefined,undefined,27
1764937020150,undefined,0,undefined
1764937020158,22,undefined,undefined
1764937020641,undefined,undefined,27
1764937020656,undefined,0,undefined
1764937020661,22,undefined,undefined
1764937021143,22,undefined,undefined
1764937021144,undefined,undefined,27
1764937021159,undefined,0,undefined
1764937021648,22,undefined,27
1764937021663,undefined,0,undefined
1764937022130,undefined,undefined,27
1764937022145,undefined,0,undefined
1764937022150,22,undefined,undefined
1764937022634,undefined,undefined,27
1764937022651,undefined,0,undefined
1764937022654,22,undefined,undefined
1764937023138,undefined,undefined,26
1764937023152,undefined,0,undefined
1764937023156,22,undefined,undefined
1764937023642,undefined,undefined,26
1764937023656,undefined,0,undefined
1764937023659,22,undefined,undefined
1764937024145,undefined,undefined,26
1764937024157,undefined,0,undefined
1764937024161,22,undefined,undefined
1764937024649,undefined,undefined,26
1764937024661,undefined,0,undefined
1764937024665,22,undefined,undefined
1764937025131,undefined,undefined,26
1764937025147,22,undefined,undefined
1764937025162,undefined,0,undefined
1764937025635,undefined,undefined,26
1764937025651,22,undefined,undefined
1764937025667,undefined,0,undefined
1764937026138,undefined,undefined,26
1764937026148,undefined,0,undefined
1764937026152,22,undefined,undefined
1764937026642,undefined,undefined,26
1764937026653,undefined,0,undefined
1764937026656,22,undefined,undefined
1764937027145,undefined,undefined,26
1764937027155,undefined,0,undefined
1764937027158,21,undefined,undefined
1764937027648,undefined,undefined,26
1764937027661,undefined,0,undefined
1764937027663,21,undefined,undefined
1764937028151,undefined,undefined,25
1764937028161,undefined,0,undefined
1764937028165,21,undefined,undefined
1764937028649,21,undefined,undefined
1764937028655,undefined,undefined,25
1764937028666,undefined,0,undefined
1764937029135,undefined,undefined,25
1764937029151,21,undefined,undefined
1764937029168,undefined,0,undefined
1764937029639,undefined,undefined,25
1764937029653,undefined,0,undefined
1764937029656,21,undefined,undefined
1764937030143,undefined,undefined,25
1764937030154,undefined,0,undefined
1764937030159,21,undefined,undefined
1764937030647,undefined,undefined,25
1764937030659,undefined,0,undefined
1764937030663,21,undefined,undefined
1764937031150,undefined,undefined,25
1764937031160,undefined,0,undefined
1764937031166,21,undefined,undefined
1764937031651,21,undefined,undefined
1764937031655,undefined,undefined,25
1764937031665,undefined,0,undefined
1764937032138,undefined,undefined,25
1764937032153,21,undefined,undefined
1764937032167,undefined,0,undefined
1764937032643,undefined,undefined,25
1764937032658,21,undefined,undefined
1764937032671,undefined,0,undefined
1764937033146,undefined,undefined,25
1764937033154,undefined,0,undefined
1764937033161,21,undefined,undefined
1764937033650,undefined,undefined,25
1764937033659,undefined,0,undefined
1764937033665,21,undefined,undefined
1764937034154,undefined,undefined,24
1764937034161,undefined,0,undefined
1764937034167,21,undefined,undefined
1764937034653,21,undefined,undefined
1764937034658,undefined,undefined,24
1764937034667,undefined,0,undefined
1764937035156,21,undefined,undefined
1764937035160,undefined,undefined,24
1764937035169,undefined,0,undefined
1764937035644,undefined,undefined,24
1764937035660,21,undefined,undefined
1764937035675,undefined,0,undefined
1764937036147,undefined,undefined,24
1764937036157,undefined,0,undefined
1764937036163,21,undefined,undefined
1764937036650,undefined,undefined,24
1764937036663,undefined,0,undefined
1764937036667,21,undefined,undefined
1764937037152,undefined,undefined,24
1764937037164,undefined,0,undefined
1764937037169,21,undefined,undefined
1764937037655,undefined,undefined,24
1764937037669,undefined,0,undefined
1764937037674,21,undefined,undefined
1764937038157,undefined,undefined,24
1764937038158,21,undefined,undefined
1764937038171,undefined,0,undefined
1764937038662,21,undefined,24
1764937038675,undefined,0,undefined
1764937039144,undefined,undefined,24
1764937039165,21,undefined,undefined
1764937039178,undefined,0,undefined
1764937039649,undefined,undefined,24
1764937039662,undefined,0,undefined
1764937039669,21,undefined,undefined
1764937040151,undefined,undefined,24
1764937040163,undefined,0,undefined
1764937040172,21,undefined,undefined
1764937040655,undefined,undefined,24
1764937040668,undefined,0,undefined
1764937040676,21,undefined,undefined
1764937041157,undefined,undefined,24
1764937041159,21,undefined,undefined
1764937041170,undefined,0,undefined
1764937041661,undefined,undefined,23
1764937041663,21,undefined,undefined
1764937041675,undefined,0,undefined
1764937042163,undefined,undefined,23
1764937042164,21,undefined,undefined
1764937042178,undefined,0,undefined
1764937042648,undefined,undefined,23
1764937042671,21,undefined,undefined
1764937042684,undefined,0,undefined
1764937043149,undefined,undefined,23
1764937043166,undefined,0,undefined
1764937043173,21,undefined,undefined
1764937043654,undefined,undefined,23
1764937043673,undefined,0,undefined
1764937043677,21,undefined,undefined
1764937044157,undefined,undefined,23
1764937044160,21,undefined,undefined
1764937044173,undefined,0,undefined
1764937044661,undefined,undefined,23
1764937044665,21,undefined,undefined
1764937044678,undefined,0,undefined
